layer,attn_logit,mlp_logit,dominant
0,0.19194167852401733,2.26813006401062,MLP
1,1.5767383575439453,-0.3047165274620056,ATTN
2,-0.5744049549102783,0.09067657589912415,ATTN
3,-0.430739164352417,-0.5038673877716064,MLP
4,-0.20657213032245636,-0.4492330253124237,MLP
5,-0.1704118847846985,-0.05674463510513306,ATTN
6,0.47773557901382446,1.2287812232971191,MLP
7,-0.35517680644989014,0.029885590076446533,ATTN
8,-0.15037338435649872,-0.7151416540145874,MLP
9,-0.07820877432823181,0.9967287182807922,MLP
10,0.5720019340515137,-0.11336970329284668,ATTN
11,0.5021865367889404,0.2025817632675171,ATTN
12,-0.3886687159538269,-2.29837703704834,MLP
13,0.11074206233024597,0.5804774761199951,MLP
14,-0.4716034233570099,0.9073354601860046,MLP
15,-0.026599660515785217,0.3922094702720642,MLP
16,1.6763577461242676,1.1887636184692383,ATTN
17,0.08254490792751312,1.5740532875061035,MLP
18,-0.05640232563018799,-0.9869826436042786,MLP
19,-0.16254070401191711,1.9356920719146729,MLP
20,2.3374812602996826,1.355849266052246,ATTN
21,0.1886257529258728,2.534212350845337,MLP
22,0.28808262944221497,0.46223947405815125,MLP
23,1.5125136375427246,1.6133391857147217,MLP
24,0.04152548313140869,-0.07085087895393372,MLP
25,-0.5889601707458496,2.5885214805603027,MLP
26,0.007732227444648743,0.5668310523033142,MLP
27,1.3438940048217773,1.8250079154968262,MLP
28,1.7000278234481812,3.490206718444824,MLP
29,0.6533994078636169,2.565633773803711,MLP
30,1.3572087287902832,9.074516296386719,MLP
31,-0.22045281529426575,10.813249588012695,MLP
