layer,attn_logit,mlp_logit,dominant
0,0.5912092924118042,-0.30036604404449463,ATTN
1,-0.45753178000450134,-0.21136794984340668,ATTN
2,-0.36635056138038635,0.5549259185791016,MLP
3,-0.09919418394565582,-0.6202707290649414,MLP
4,-0.17760682106018066,-0.4183591604232788,MLP
5,-0.8724645972251892,0.256033718585968,ATTN
6,-0.5592209100723267,0.2309156358242035,ATTN
7,0.43753331899642944,-1.4519574642181396,MLP
8,-0.06059909611940384,-0.04790830612182617,ATTN
9,-0.40850239992141724,-0.36522048711776733,ATTN
10,0.7664558291435242,0.341683030128479,ATTN
11,1.3268110752105713,0.16924427449703217,ATTN
12,-0.5741664171218872,-0.6410170793533325,MLP
13,0.3836961090564728,1.1445906162261963,MLP
14,0.5986684560775757,0.6473913192749023,MLP
15,0.5864473581314087,1.2824008464813232,MLP
16,11.331462860107422,0.6893402338027954,ATTN
17,3.197591543197632,2.0547702312469482,ATTN
18,0.2367798089981079,1.4963502883911133,MLP
19,2.0695602893829346,2.8969829082489014,MLP
20,2.8599796295166016,0.5433849096298218,ATTN
21,4.394979476928711,2.065422534942627,ATTN
22,4.034849166870117,4.098948001861572,MLP
23,3.268195152282715,1.5765163898468018,ATTN
24,1.6404316425323486,-0.007848277688026428,ATTN
25,-0.6221846342086792,0.5243189334869385,ATTN
26,-0.21891376376152039,2.509593963623047,MLP
27,3.741755962371826,-2.9346745014190674,ATTN
28,0.7463157176971436,-0.8705353736877441,MLP
29,0.8509072661399841,-0.6414027214050293,ATTN
30,1.4714869260787964,1.5507203340530396,MLP
31,0.8268563747406006,4.183209419250488,MLP
