layer,attn_logit,mlp_logit,dominant
0,-0.24219483137130737,-0.21787843108177185,ATTN
1,-0.1342814564704895,-0.5550933480262756,MLP
2,0.2726476192474365,-0.0023443177342414856,ATTN
3,-0.20588716864585876,0.13184897601604462,ATTN
4,0.22419248521327972,0.18263913691043854,ATTN
5,1.0522605180740356,-0.8483144640922546,ATTN
6,0.23361532390117645,0.4826975166797638,MLP
7,0.5392962694168091,-0.49193423986434937,ATTN
8,0.5321559309959412,-1.4253079891204834,MLP
9,0.4178462624549866,-1.4096667766571045,MLP
10,2.172281503677368,1.6175543069839478,ATTN
11,1.0245827436447144,-2.243138313293457,MLP
12,2.202176094055176,1.6440907716751099,ATTN
13,2.6767711639404297,-0.4742218255996704,ATTN
14,1.9234453439712524,0.5868483185768127,ATTN
15,1.5908443927764893,-0.15296024084091187,ATTN
16,5.2519307136535645,-2.340956687927246,ATTN
17,1.4722470045089722,1.5418319702148438,MLP
18,2.484466075897217,4.648295879364014,MLP
19,0.5555388331413269,1.9955174922943115,MLP
20,1.4990290403366089,4.713916778564453,MLP
21,2.9496614933013916,5.356048583984375,MLP
22,2.445250988006592,4.894303321838379,MLP
23,4.950351715087891,1.2288644313812256,ATTN
24,4.251481056213379,2.296359062194824,ATTN
25,0.4728987216949463,-1.2941083908081055,MLP
26,-0.05314333736896515,0.8681823015213013,MLP
27,2.000667095184326,0.5678136944770813,ATTN
28,1.310173511505127,0.8610374331474304,ATTN
29,2.0769243240356445,-0.4577283263206482,ATTN
30,0.4179338812828064,0.7767723798751831,MLP
31,0.29720038175582886,0.8007209300994873,MLP
