layer,head,binding_score
0,0,0.2044
0,1,0.2218
0,3,0.7983
0,5,0.2556
1,0,0.3332
1,1,0.1069
1,2,0.1149
1,3,0.7668
1,4,0.8488
1,6,0.2586
2,0,0.4117
2,1,0.1803
2,2,0.1179
2,3,0.1345
2,4,0.3557
2,6,0.4078
3,5,0.9994
3,6,0.9288
3,7,0.6938
5,5,0.2038
6,3,0.8928
7,3,0.1264
7,4,0.1464
7,6,0.3114
10,1,0.1201
12,5,0.1273
13,0,0.1301
13,4,0.2606
13,5,0.1636
14,0,0.1255
14,3,0.1983
15,0,0.1488
15,2,0.2602
15,5,0.3076
15,7,0.129
