layer,head,binding_score
0,2,0.9273
0,4,0.3091
0,6,0.1207
0,8,0.6308
0,9,0.2303
1,0,0.2418
1,1,0.8106
1,2,0.6371
1,3,0.2853
1,4,0.1161
1,5,0.2318
1,7,0.3612
1,9,0.1948
2,1,0.4568
2,2,0.3584
2,3,0.4111
2,4,0.1267
2,5,0.6864
2,6,0.3799
2,7,0.1548
2,8,0.4941
2,9,0.1914
2,10,0.1235
3,0,0.9509
3,1,0.3131
3,2,0.9091
3,4,0.4538
3,9,0.3903
3,10,0.3297
4,2,0.1115
4,4,0.1281
5,1,0.5475
5,8,0.5121
6,2,0.6661
7,7,0.6797
7,8,0.1165
7,9,0.264
10,9,0.1617
11,0,0.9932
