layer,top_prediction,target_rank,target_prob
0,hots,4638,2.010362432081081e-10
1, met,4498,2.0162423119973738e-10
2, passed,1953,6.130894458777902e-09
3,hots,2365,1.7498770210622183e-09
4, trick,8526,3.326509803291272e-13
5, trick,4468,8.036773468944602e-10
6, trick,1213,1.2684664341122698e-07
7, designed,3481,1.2395714676927128e-08
8, designed,1566,1.716150066499722e-08
9, device,604,2.804244303433734e-08
10, to,167,2.376483081434344e-07
11, to,29,0.0016213249182328582
