layer,attn_logit,mlp_logit,dominant
0,-0.6498244404792786,-1.345982551574707,MLP
1,-1.3288346529006958,0.7045172452926636,ATTN
2,0.7527250647544861,3.872016668319702,MLP
3,-1.4917922019958496,0.6803640127182007,ATTN
4,0.43870535492897034,1.2564682960510254,MLP
5,-0.1332278847694397,1.2454123497009277,MLP
6,0.6248334646224976,-0.4747588038444519,ATTN
7,5.569713592529297,2.0056445598602295,ATTN
8,10.41191291809082,0.4559023380279541,ATTN
9,0.6653265953063965,3.619828701019287,MLP
10,1.8379545211791992,4.948917388916016,MLP
11,6.42677116394043,49.402610778808594,MLP
