layer,top_prediction,target_rank,target_prob
0, example,36075,4.739151407839342e-18
1, instance,38102,6.084388206999124e-18
2, raised,7797,5.864583124681744e-11
3, ‘,13582,2.269473375028576e-16
4, “,9630,1.0332326763921526e-13
5, advanced,7735,2.5058301787728166e-12
6, advanced,9158,1.0576630717074043e-12
7, advanced,1197,4.9938795321224916e-09
8, W,17,3.646348886832129e-06
9, World,3,0.0802580714225769
10, W,7,0.008760474622249603
11, the,5,0.036509398370981216
