layer,attn_logit,mlp_logit,dominant
0,0.45854103565216064,-0.5789319276809692,MLP
1,-0.5365672707557678,-1.1849565505981445,MLP
2,-0.04214445501565933,0.4699111878871918,MLP
3,1.158342957496643,1.1360063552856445,ATTN
4,0.5291814208030701,-2.2672343254089355,MLP
5,0.9534754157066345,0.5227044820785522,ATTN
6,2.8947911262512207,0.5334476828575134,ATTN
7,2.60017991065979,-1.6107815504074097,ATTN
8,1.4395405054092407,3.030770778656006,MLP
9,1.3317549228668213,5.207721710205078,MLP
10,0.13101604580879211,2.745173454284668,MLP
11,8.481529235839844,34.55410385131836,MLP
