layer,top_prediction,target_rank,target_prob
0, naive,2387,1.599534371621303e-08
1, naïve,522,6.579159617103869e-07
2, realized,1093,1.6058442042776733e-06
3, quotient,2712,1.8326849371419485e-08
4, synthesized,1723,1.0742532907670466e-07
5, synthesized,962,4.130751847242209e-07
6, given,784,2.922621966661154e-08
7, entire,5,0.037806764245033264
8, element,19,0.0024857171811163425
9, entire,12,0.00010900606139330193
10, element,22,3.116047508910924e-08
11, element,9,0.011159295216202736
