layer,attn_logit,mlp_logit,dominant
0,0.18930622935295105,12.555307388305664,MLP
1,1.3177605867385864,1.9437565803527832,MLP
2,2.7910971641540527,-2.850175380706787,MLP
3,0.5437862277030945,0.1309097409248352,ATTN
4,0.2864246964454651,0.8186120390892029,MLP
5,2.868096113204956,1.4289549589157104,ATTN
6,0.8111774921417236,0.14425897598266602,ATTN
7,2.606013298034668,-1.0684722661972046,ATTN
8,4.674127578735352,3.415046453475952,ATTN
9,4.785442352294922,-1.2599084377288818,ATTN
10,6.642641067504883,3.7128608226776123,ATTN
11,4.474910736083984,3.60124135017395,ATTN
12,9.576419830322266,2.1702303886413574,ATTN
13,8.756437301635742,7.202678680419922,ATTN
14,6.220758438110352,9.184453964233398,MLP
15,10.172866821289062,13.89478874206543,MLP
16,14.936716079711914,16.196956634521484,MLP
17,9.58586597442627,17.201732635498047,MLP
18,11.015068054199219,25.514503479003906,MLP
19,12.020120620727539,27.979694366455078,MLP
20,4.000973701477051,27.19593620300293,MLP
21,10.590572357177734,18.563369750976562,MLP
22,5.60153865814209,29.988971710205078,MLP
23,10.945903778076172,25.73356819152832,MLP
