layer,attn_logit,mlp_logit,dominant
0,-0.04515495151281357,22.563098907470703,MLP
1,4.104466438293457,9.370044708251953,MLP
2,3.3715758323669434,4.0611066818237305,MLP
3,6.377206802368164,4.230885028839111,ATTN
4,0.9789265990257263,4.917028427124023,MLP
5,2.9692251682281494,-5.902141094207764,MLP
6,1.182199239730835,3.7447590827941895,MLP
7,2.1282718181610107,4.217229843139648,MLP
8,2.8395113945007324,-1.4743752479553223,ATTN
9,5.641867160797119,2.6336498260498047,ATTN
10,2.624873161315918,-1.234217882156372,ATTN
11,3.55081844329834,6.277246475219727,MLP
12,5.309722900390625,-2.652407169342041,ATTN
13,9.197216033935547,5.003334045410156,ATTN
14,11.81086540222168,10.166109085083008,ATTN
15,2.30956768989563,4.3230109214782715,MLP
16,3.55322003364563,8.415376663208008,MLP
17,6.733144283294678,0.18442130088806152,ATTN
18,21.767227172851562,16.13571548461914,ATTN
19,1.230578899383545,6.143975257873535,MLP
20,6.332732677459717,12.149309158325195,MLP
21,21.087060928344727,16.859766006469727,ATTN
22,3.832547187805176,-8.624956130981445,MLP
23,11.83913803100586,13.931154251098633,MLP
