layer,attn_logit,mlp_logit,dominant
0,-0.1886466145515442,1.4618377685546875,MLP
1,0.1872912496328354,0.21743643283843994,MLP
2,0.24402889609336853,0.8071032762527466,MLP
3,1.0500154495239258,0.18579910695552826,ATTN
4,-0.48063915967941284,-0.10560178756713867,ATTN
5,-0.3975745141506195,-1.6745142936706543,MLP
6,0.3679351210594177,-0.20505023002624512,ATTN
7,0.6423653960227966,-0.2963462173938751,ATTN
8,-0.1012507751584053,-0.851770281791687,MLP
9,-0.006397992372512817,-0.5200870633125305,MLP
10,0.09253548085689545,0.13152512907981873,MLP
11,-0.29805105924606323,1.0503897666931152,MLP
12,0.5691864490509033,0.23317019641399384,ATTN
13,-0.07155139744281769,-0.7949323058128357,MLP
14,-0.06442978233098984,0.09810760617256165,MLP
15,-0.12541517615318298,0.36238759756088257,MLP
16,0.33953213691711426,-0.9810871481895447,MLP
17,1.889279842376709,-0.30861204862594604,ATTN
18,0.024502724409103394,2.430290699005127,MLP
19,-0.5846359729766846,1.3470309972763062,MLP
20,0.08497153222560883,1.111342191696167,MLP
21,0.5621114373207092,1.034764051437378,MLP
22,1.2320990562438965,3.4185919761657715,MLP
23,1.351853609085083,4.742084503173828,MLP
