layer,attn_logit,mlp_logit,dominant
0,-0.0954861044883728,0.8833280205726624,MLP
1,-0.21571357548236847,-0.1282511055469513,ATTN
2,0.042583465576171875,0.33602046966552734,MLP
3,0.18882927298545837,-0.13101860880851746,ATTN
4,-0.5154340267181396,0.4278811812400818,ATTN
5,0.9745813608169556,-0.3540366590023041,ATTN
6,0.3161275088787079,-0.516434907913208,MLP
7,0.02952747792005539,1.068692684173584,MLP
8,0.10383675992488861,1.0102258920669556,MLP
9,0.3733446002006531,-0.010038450360298157,ATTN
10,0.6275086402893066,-0.5137497186660767,ATTN
11,0.44785434007644653,-0.8801618814468384,MLP
12,0.013660788536071777,-0.39501819014549255,MLP
13,0.8418495655059814,-0.45139777660369873,ATTN
14,0.14839059114456177,1.849704384803772,MLP
15,0.6065806150436401,-0.8159254193305969,MLP
16,1.5240737199783325,1.726442575454712,MLP
17,1.6410398483276367,1.6811974048614502,MLP
18,0.4424424171447754,1.6908018589019775,MLP
19,0.5815571546554565,3.7333083152770996,MLP
20,0.46015211939811707,1.0474072694778442,MLP
21,0.7835278511047363,1.0188117027282715,MLP
22,0.24372273683547974,1.2361903190612793,MLP
23,0.6334546804428101,2.5624542236328125,MLP
