layer,attn_logit,mlp_logit,dominant
0,-0.04821553826332092,0.7461950778961182,MLP
1,0.030964642763137817,-0.11036691814661026,MLP
2,0.4443989396095276,0.2754092216491699,ATTN
3,0.570395290851593,-0.5727378129959106,MLP
4,0.38017645478248596,0.020885273814201355,ATTN
5,1.0019621849060059,0.057677049189805984,ATTN
6,0.9401495456695557,-1.1304444074630737,MLP
7,0.6976975202560425,-1.270452618598938,MLP
8,1.7681324481964111,-0.04112425446510315,ATTN
9,4.829935550689697,1.790895938873291,ATTN
10,-1.1889121532440186,0.15413898229599,ATTN
11,2.400582790374756,3.1123414039611816,MLP
12,2.1715407371520996,4.823515892028809,MLP
13,1.5556265115737915,5.717666149139404,MLP
14,6.885245323181152,12.003067016601562,MLP
15,1.0995564460754395,9.063657760620117,MLP
