layer,attn_logit,mlp_logit,dominant
0,1.035306453704834,-1.5551939010620117,MLP
1,-1.3080402612686157,-0.14190717041492462,ATTN
2,0.6349054574966431,0.9969503879547119,MLP
3,-0.9349110126495361,0.12899738550186157,ATTN
4,-0.02104964852333069,0.22305667400360107,MLP
5,1.7637693881988525,0.5029895305633545,ATTN
6,0.6548311710357666,-0.5951060652732849,ATTN
7,0.3307192921638489,-1.4972575902938843,MLP
8,0.15996363759040833,0.8221101760864258,MLP
9,1.9444512128829956,0.9935535192489624,ATTN
10,6.6349663734436035,1.1777148246765137,ATTN
11,6.495161533355713,0.6668364405632019,ATTN
12,0.04230159521102905,1.893094539642334,MLP
13,1.0584454536437988,6.416569709777832,MLP
14,18.773923873901367,5.626725196838379,ATTN
15,3.086735725402832,1.9431010484695435,ATTN
