layer,top_prediction,target_rank,target_prob
0, not,1054,1.8238670236314647e-05
1, not,1222,2.7297776341583813e-06
2, not,2157,8.049043458413507e-07
3, not,1158,2.0883239812974352e-06
4, not,1425,2.223169985882123e-06
5, not,2354,6.169786388454668e-07
6, not,522,9.753354788699653e-06
7, supposed,276,3.6145498597761616e-05
8, a,76,0.00023961714759934694
9, a,48,0.00014813107554800808
10, a,33,0.0008513490902259946
11, a,48,0.0015515611739829183
