layer,top_prediction,target_rank,target_prob
0, new,175,0.0008647200302220881
1, new,223,0.0006020970176905394
2, significant,139,0.0008594407117925584
3, specific,145,0.0004324491892475635
4, specific,32,0.002874638419598341
5, specific,42,0.0022801817394793034
6, specific,53,0.0012012107763439417
7, specific,28,0.003469641786068678
8, abstract,26,0.007399039808660746
9, abstract,18,0.011331137269735336
10, object,20,0.011490694247186184
11, object,18,0.00895406398922205
