layer,top_prediction,target_rank,target_prob
0, new,158,0.0010226176818832755
1, new,174,0.000852779601700604
2, new,112,0.0011477905791252851
3, specific,69,0.0015021914150565863
4, particular,14,0.008380345068871975
5, particular,18,0.004137836862355471
6, particular,27,0.0017636019038036466
7, object,29,0.0019698296673595905
8, object,17,0.0024518396239727736
9, object,11,0.0022026742808520794
10, element,8,0.0017954945797100663
11, element,10,0.0068841353058815
