layer,top_prediction,target_rank,target_prob
0, the,3312,1.9984631762781646e-06
1, the,4146,6.66356356759934e-07
2, the,4539,4.496953920352098e-07
3, the,2807,8.930579724619747e-07
4, the,3310,1.2461968026400427e-06
5, the,6119,5.499584858625894e-07
6," """,4441,6.069288360777136e-07
7," """,5226,3.8146072256495245e-07
8, Water,206,0.00016233148926403373
9, Water,45,0.0022577201016247272
10, World,45,0.0025185183621942997
11," """,20,0.004591709468513727
