layer,attn_logit,mlp_logit,dominant
0,7.302839279174805,6.454919338226318,ATTN
1,1.4761528968811035,3.7982776165008545,MLP
2,1.068058967590332,5.457852363586426,MLP
3,0.22291713953018188,-0.2021580934524536,ATTN
4,1.7479801177978516,2.0039281845092773,MLP
5,0.7228049039840698,4.094259262084961,MLP
6,0.42574307322502136,4.059798240661621,MLP
7,1.8872239589691162,9.648711204528809,MLP
8,2.526069164276123,5.457915306091309,MLP
9,1.1457339525222778,15.122867584228516,MLP
10,1.425040602684021,19.335660934448242,MLP
11,4.201466083526611,33.06719207763672,MLP
