layer,attn_logit,mlp_logit,dominant
0,5.848301887512207,3.0617337226867676,ATTN
1,1.1888090372085571,0.06721815466880798,ATTN
2,0.25179946422576904,-1.2203550338745117,MLP
3,1.25242018699646,2.9779374599456787,MLP
4,1.736532211303711,-0.31848055124282837,ATTN
5,-0.07513469457626343,-1.6564267873764038,MLP
6,9.53289794921875,3.6868858337402344,ATTN
7,2.9066433906555176,7.290846824645996,MLP
8,7.717350006103516,12.247979164123535,MLP
9,6.242032527923584,11.799906730651855,MLP
10,9.57364273071289,20.849472045898438,MLP
11,10.405860900878906,20.77523422241211,MLP
