layer,top_prediction,target_rank,target_prob
0, screen,569,5.465651398139926e-08
1, screen,289,1.7083891634683823e-07
2, screen,97,1.1104660188721027e-05
3, screen,147,2.3131080524763092e-05
4, screen,119,0.0002040925610344857
5, screen,100,0.00031037480221129954
6, screen,116,0.00016858232265803963
7, screen,64,0.0004067955887876451
8, screen,71,0.0007103143725544214
9, camera,43,0.0016129009891301394
10, to,35,0.004406528547406197
11, to,5,0.032135117799043655
