layer,head,logit,abs_logit
0,0,-0.16006025671958923,0.16006025671958923
0,1,2.5847322940826416,2.5847322940826416
0,2,0.1612180471420288,0.1612180471420288
0,3,1.056567668914795,1.056567668914795
0,4,0.48054972290992737,0.48054972290992737
0,5,0.640640377998352,0.640640377998352
0,6,1.4619104862213135,1.4619104862213135
0,7,0.34379297494888306,0.34379297494888306
0,8,-1.0241538286209106,1.0241538286209106
0,9,0.4267376661300659,0.4267376661300659
0,10,-0.658687174320221,0.658687174320221
0,11,-2.9128150939941406,2.9128150939941406
1,0,0.3397199511528015,0.3397199511528015
1,1,0.7382729053497314,0.7382729053497314
1,2,0.31205683946609497,0.31205683946609497
1,3,-1.2498056888580322,1.2498056888580322
1,4,0.6195971965789795,0.6195971965789795
1,5,-0.14709225296974182,0.14709225296974182
1,6,0.38265562057495117,0.38265562057495117
1,7,1.4792054891586304,1.4792054891586304
1,8,-0.761294424533844,0.761294424533844
1,9,-0.614187479019165,0.614187479019165
1,10,1.926431655883789,1.926431655883789
1,11,-0.6523746252059937,0.6523746252059937
2,0,0.137090265750885,0.137090265750885
2,1,0.05650848150253296,0.05650848150253296
2,2,-0.0707336813211441,0.0707336813211441
2,3,-0.4735286235809326,0.4735286235809326
2,4,-0.6265612244606018,0.6265612244606018
2,5,0.5303660035133362,0.5303660035133362
2,6,-1.0707288980484009,1.0707288980484009
2,7,0.8135223984718323,0.8135223984718323
2,8,0.13235566020011902,0.13235566020011902
2,9,2.3621559143066406,2.3621559143066406
2,10,2.0955257415771484,2.0955257415771484
2,11,-0.3501439392566681,0.3501439392566681
3,0,-0.025853529572486877,0.025853529572486877
3,1,-1.1797304153442383,1.1797304153442383
3,2,-0.635850191116333,0.635850191116333
3,3,0.8789753913879395,0.8789753913879395
3,4,-0.09625944495201111,0.09625944495201111
3,5,0.8794608116149902,0.8794608116149902
3,6,-0.4772733151912689,0.4772733151912689
3,7,2.2918310165405273,2.2918310165405273
3,8,-0.64015132188797,0.64015132188797
3,9,-1.470871925354004,1.470871925354004
3,10,0.09455937147140503,0.09455937147140503
3,11,1.573435664176941,1.573435664176941
4,0,1.4708261489868164,1.4708261489868164
4,1,-0.1119004487991333,0.1119004487991333
4,2,0.17358453571796417,0.17358453571796417
4,3,0.7172636985778809,0.7172636985778809
4,4,-0.391582727432251,0.391582727432251
4,5,-0.10961604118347168,0.10961604118347168
4,6,1.0790164470672607,1.0790164470672607
4,7,-0.05459779500961304,0.05459779500961304
4,8,0.8060591816902161,0.8060591816902161
4,9,0.4888557493686676,0.4888557493686676
4,10,0.31561794877052307,0.31561794877052307
4,11,-0.15696880221366882,0.15696880221366882
5,0,0.38903042674064636,0.38903042674064636
5,1,1.074398159980774,1.074398159980774
5,2,-0.3694162368774414,0.3694162368774414
5,3,0.21273255348205566,0.21273255348205566
5,4,2.25325608253479,2.25325608253479
5,5,1.0351873636245728,1.0351873636245728
5,6,0.10979292541742325,0.10979292541742325
5,7,-0.3443939685821533,0.3443939685821533
5,8,-0.17568913102149963,0.17568913102149963
5,9,-2.8784260749816895,2.8784260749816895
5,10,1.4774482250213623,1.4774482250213623
5,11,-0.9652757048606873,0.9652757048606873
6,0,0.33750119805336,0.33750119805336
6,1,0.12961101531982422,0.12961101531982422
6,2,0.4220203161239624,0.4220203161239624
6,3,0.7454113364219666,0.7454113364219666
6,4,-0.16726258397102356,0.16726258397102356
6,5,0.3586909770965576,0.3586909770965576
6,6,-0.6847444772720337,0.6847444772720337
6,7,1.2332441806793213,1.2332441806793213
6,8,-0.2240760177373886,0.2240760177373886
6,9,0.3875458240509033,0.3875458240509033
6,10,-0.33850640058517456,0.33850640058517456
6,11,0.3966441750526428,0.3966441750526428
7,0,0.3495180606842041,0.3495180606842041
7,1,1.3227969408035278,1.3227969408035278
7,2,-0.03918883949518204,0.03918883949518204
7,3,-1.876393437385559,1.876393437385559
7,4,-0.15810304880142212,0.15810304880142212
7,5,1.3269834518432617,1.3269834518432617
7,6,-1.6532373428344727,1.6532373428344727
7,7,-0.21861828863620758,0.21861828863620758
7,8,-0.024032816290855408,0.024032816290855408
7,9,0.24546538293361664,0.24546538293361664
7,10,0.31801629066467285,0.31801629066467285
7,11,-0.21476298570632935,0.21476298570632935
8,0,-0.9064348340034485,0.9064348340034485
8,1,-0.19601446390151978,0.19601446390151978
8,2,0.2281455397605896,0.2281455397605896
8,3,-0.11251524090766907,0.11251524090766907
8,4,0.552678644657135,0.552678644657135
8,5,2.079174518585205,2.079174518585205
8,6,0.5314220786094666,0.5314220786094666
8,7,1.9412822723388672,1.9412822723388672
8,8,6.637326240539551,6.637326240539551
8,9,-0.525513231754303,0.525513231754303
8,10,-4.781067371368408,4.781067371368408
8,11,-1.2305281162261963,1.2305281162261963
9,0,0.5045034289360046,0.5045034289360046
9,1,0.1353350430727005,0.1353350430727005
9,2,2.0166497230529785,2.0166497230529785
9,3,6.114215850830078,6.114215850830078
9,4,-0.5750116109848022,0.5750116109848022
9,5,-2.4613773822784424,2.4613773822784424
9,6,-1.1944725513458252,1.1944725513458252
9,7,1.025266408920288,1.025266408920288
9,8,-0.023645654320716858,0.023645654320716858
9,9,0.30323606729507446,0.30323606729507446
9,10,0.6963787078857422,0.6963787078857422
9,11,0.48663076758384705,0.48663076758384705
10,0,0.7649420499801636,0.7649420499801636
10,1,0.4590606391429901,0.4590606391429901
10,2,0.36050859093666077,0.36050859093666077
10,3,0.21359197795391083,0.21359197795391083
10,4,0.9956713914871216,0.9956713914871216
10,5,-0.09803232550621033,0.09803232550621033
10,6,1.64871084690094,1.64871084690094
10,7,-0.32813531160354614,0.32813531160354614
10,8,-0.6561787128448486,0.6561787128448486
10,9,0.8777390718460083,0.8777390718460083
10,10,-0.896216630935669,0.896216630935669
10,11,6.995037078857422,6.995037078857422
11,0,-1.652489185333252,1.652489185333252
11,1,0.2377825677394867,0.2377825677394867
11,2,1.7135591506958008,1.7135591506958008
11,3,4.2721943855285645,4.2721943855285645
11,4,-1.6856735944747925,1.6856735944747925
11,5,-1.3120918273925781,1.3120918273925781
11,6,0.4340355694293976,0.4340355694293976
11,7,0.6167348027229309,0.6167348027229309
11,8,5.209634304046631,5.209634304046631
11,9,1.6608576774597168,1.6608576774597168
11,10,0.5833351612091064,0.5833351612091064
11,11,-1.5706021785736084,1.5706021785736084
