layer,head,logit,abs_logit
0,0,-0.07578929513692856,0.07578929513692856
0,1,-0.06328590214252472,0.06328590214252472
0,2,0.06214608624577522,0.06214608624577522
0,3,-0.16138140857219696,0.16138140857219696
0,4,0.02281748689711094,0.02281748689711094
0,5,-0.04724354296922684,0.04724354296922684
0,6,-0.09618764370679855,0.09618764370679855
0,7,-0.039498575031757355,0.039498575031757355
0,8,0.0077944230288267136,0.0077944230288267136
0,9,-0.13187527656555176,0.13187527656555176
0,10,0.09067290276288986,0.09067290276288986
0,11,0.0091438889503479,0.0091438889503479
0,12,0.010532476007938385,0.010532476007938385
0,13,-0.013501286506652832,0.013501286506652832
0,14,-0.12244133651256561,0.12244133651256561
0,15,-0.02308013290166855,0.02308013290166855
0,16,0.03239376097917557,0.03239376097917557
0,17,0.14643332362174988,0.14643332362174988
0,18,0.06290825456380844,0.06290825456380844
0,19,0.06322965025901794,0.06322965025901794
1,0,0.03159164637327194,0.03159164637327194
1,1,0.19499579071998596,0.19499579071998596
1,2,0.005402164533734322,0.005402164533734322
1,3,0.1879185140132904,0.1879185140132904
1,4,-0.03968994319438934,0.03968994319438934
1,5,-0.06411026418209076,0.06411026418209076
1,6,0.13132895529270172,0.13132895529270172
1,7,-0.046755384653806686,0.046755384653806686
1,8,-0.0008668079972267151,0.0008668079972267151
1,9,-0.06431794166564941,0.06431794166564941
1,10,0.010073687881231308,0.010073687881231308
1,11,0.006510710343718529,0.006510710343718529
1,12,-0.12271525710821152,0.12271525710821152
1,13,-0.1460273265838623,0.1460273265838623
1,14,0.12812933325767517,0.12812933325767517
1,15,-0.01923135109245777,0.01923135109245777
1,16,0.007585808634757996,0.007585808634757996
1,17,-0.012870732694864273,0.012870732694864273
1,18,0.13323818147182465,0.13323818147182465
1,19,0.022146638482809067,0.022146638482809067
2,0,-0.14300218224525452,0.14300218224525452
2,1,0.03611576929688454,0.03611576929688454
2,2,-0.03590231016278267,0.03590231016278267
2,3,0.03932753950357437,0.03932753950357437
2,4,0.064224973320961,0.064224973320961
2,5,-0.0420360192656517,0.0420360192656517
2,6,-0.02174881100654602,0.02174881100654602
2,7,0.01899188756942749,0.01899188756942749
2,8,-0.545037031173706,0.545037031173706
2,9,-0.01256585493683815,0.01256585493683815
2,10,0.2574515640735626,0.2574515640735626
2,11,0.01004081778228283,0.01004081778228283
2,12,0.015931904315948486,0.015931904315948486
2,13,-0.1469733864068985,0.1469733864068985
2,14,-0.0057824403047561646,0.0057824403047561646
2,15,0.13237518072128296,0.13237518072128296
2,16,0.1579427868127823,0.1579427868127823
2,17,0.15658633410930634,0.15658633410930634
2,18,-0.05615020543336868,0.05615020543336868
2,19,0.019700098782777786,0.019700098782777786
3,0,-1.067284345626831,1.067284345626831
3,1,-0.6633678674697876,0.6633678674697876
3,2,-0.06450822949409485,0.06450822949409485
3,3,0.013825647532939911,0.013825647532939911
3,4,-0.19561076164245605,0.19561076164245605
3,5,0.17699745297431946,0.17699745297431946
3,6,0.1543174833059311,0.1543174833059311
3,7,-0.00706452876329422,0.00706452876329422
3,8,0.1573031097650528,0.1573031097650528
3,9,-0.04527374729514122,0.04527374729514122
3,10,0.016150571405887604,0.016150571405887604
3,11,-0.04116944596171379,0.04116944596171379
3,12,0.002928132191300392,0.002928132191300392
3,13,-0.13062603771686554,0.13062603771686554
3,14,0.12207324802875519,0.12207324802875519
3,15,-0.04207781329751015,0.04207781329751015
3,16,0.10396713763475418,0.10396713763475418
3,17,-0.050671789795160294,0.050671789795160294
3,18,-0.3623509705066681,0.3623509705066681
3,19,0.2504730522632599,0.2504730522632599
4,0,-0.017853952944278717,0.017853952944278717
4,1,-0.40764695405960083,0.40764695405960083
4,2,-0.017568349838256836,0.017568349838256836
4,3,-0.051080960780382156,0.051080960780382156
4,4,0.038785990327596664,0.038785990327596664
4,5,0.15599392354488373,0.15599392354488373
4,6,0.0942021906375885,0.0942021906375885
4,7,0.07979951798915863,0.07979951798915863
4,8,-1.5843902826309204,1.5843902826309204
4,9,-0.02651973068714142,0.02651973068714142
4,10,-0.23266202211380005,0.23266202211380005
4,11,-0.019247058779001236,0.019247058779001236
4,12,-0.033526934683322906,0.033526934683322906
4,13,0.05963538587093353,0.05963538587093353
4,14,-0.07434219866991043,0.07434219866991043
4,15,-0.2256019413471222,0.2256019413471222
4,16,0.12110847979784012,0.12110847979784012
4,17,0.2770878076553345,0.2770878076553345
4,18,-0.3801490068435669,0.3801490068435669
4,19,-0.07237531244754791,0.07237531244754791
5,0,0.07234275341033936,0.07234275341033936
5,1,-0.12438832968473434,0.12438832968473434
5,2,0.1769678294658661,0.1769678294658661
5,3,-0.13419251143932343,0.13419251143932343
5,4,0.022933416068553925,0.022933416068553925
5,5,-0.1010979562997818,0.1010979562997818
5,6,-0.983698844909668,0.983698844909668
5,7,0.210320383310318,0.210320383310318
5,8,-0.10458293557167053,0.10458293557167053
5,9,-0.05802148953080177,0.05802148953080177
5,10,0.08421649038791656,0.08421649038791656
5,11,-0.03894515335559845,0.03894515335559845
5,12,0.21140344440937042,0.21140344440937042
5,13,0.2778323292732239,0.2778323292732239
5,14,-0.5618587136268616,0.5618587136268616
5,15,-0.06044565141201019,0.06044565141201019
