layer,attn_logit,mlp_logit,dominant
0,0.8816074132919312,1.4158459901809692,MLP
1,1.5816662311553955,2.5457723140716553,MLP
2,0.48849019408226013,2.0937724113464355,MLP
3,-0.15268170833587646,1.390882134437561,MLP
4,0.40795469284057617,-0.04507988691329956,ATTN
5,0.93829345703125,1.4987456798553467,MLP
6,-0.015379160642623901,-0.9597815871238708,MLP
7,0.8639588356018066,1.4885395765304565,MLP
8,0.09383320808410645,1.002761721611023,MLP
9,0.8337811827659607,-0.29302695393562317,ATTN
10,0.3316761553287506,0.9459424018859863,MLP
11,0.6296730041503906,-0.021416902542114258,ATTN
12,-0.4515141546726227,1.487064242362976,MLP
13,0.22896189987659454,-0.5011699795722961,MLP
14,-0.3698236048221588,-1.0025975704193115,MLP
15,0.3204125165939331,-0.6255367994308472,MLP
16,0.11366112530231476,3.139549970626831,MLP
17,0.5440798997879028,1.3282417058944702,MLP
18,0.17347343266010284,-0.30801063776016235,MLP
19,0.7976966500282288,3.099925994873047,MLP
20,1.0358854532241821,-0.2520126700401306,ATTN
21,0.6569721698760986,1.9024689197540283,MLP
22,1.709111213684082,3.287989854812622,MLP
23,0.4963708817958832,1.6890699863433838,MLP
24,1.9259638786315918,3.8688805103302,MLP
25,0.5300026535987854,1.3699719905853271,MLP
26,1.6260392665863037,4.3462042808532715,MLP
27,0.7688143253326416,3.9139418601989746,MLP
28,0.32383477687835693,4.919095039367676,MLP
29,1.0952937602996826,2.9305882453918457,MLP
30,1.5784252882003784,4.760456085205078,MLP
31,3.941051959991455,8.489629745483398,MLP
32,1.665723443031311,6.595658302307129,MLP
33,0.730320930480957,12.343387603759766,MLP
34,2.1786253452301025,9.867624282836914,MLP
35,4.677961349487305,10.30644702911377,MLP
