layer,attn_logit,mlp_logit,dominant
0,0.7593740224838257,0.8142133951187134,MLP
1,0.8172042369842529,0.8108320236206055,ATTN
2,0.938232958316803,0.17602193355560303,ATTN
3,0.47061049938201904,0.03039434552192688,ATTN
4,0.4997071623802185,-0.13913866877555847,ATTN
5,0.3959748148918152,0.18782813847064972,ATTN
6,0.2341860830783844,-0.606191873550415,MLP
7,0.6922916173934937,-0.3381405472755432,ATTN
8,0.841087281703949,-0.3781575560569763,ATTN
9,0.21913090348243713,-0.47634556889533997,MLP
10,1.078532338142395,0.5030310750007629,ATTN
11,0.7100056409835815,-0.649594783782959,ATTN
12,0.3171736001968384,0.5394259691238403,MLP
13,0.8737150430679321,-0.21042829751968384,ATTN
14,-0.02879663184285164,1.2614097595214844,MLP
15,-0.07970677316188812,0.4275148808956146,MLP
16,0.606372594833374,0.31610092520713806,ATTN
17,0.6239563822746277,2.6002144813537598,MLP
18,1.1378909349441528,3.606663465499878,MLP
19,1.4918713569641113,-0.668793797492981,ATTN
20,2.5630040168762207,5.021421432495117,MLP
21,3.4357619285583496,2.447298526763916,ATTN
22,1.907254695892334,3.653639316558838,MLP
23,2.3753604888916016,3.6130056381225586,MLP
24,2.3845925331115723,3.153688907623291,MLP
25,2.2750253677368164,5.031914234161377,MLP
26,5.122236251831055,4.706943988800049,ATTN
27,2.918891429901123,8.070966720581055,MLP
28,2.56673002243042,7.589738845825195,MLP
29,1.4044790267944336,7.266515731811523,MLP
30,4.034876823425293,10.446584701538086,MLP
31,1.0594993829727173,9.675212860107422,MLP
32,1.7918293476104736,10.862384796142578,MLP
33,3.1592507362365723,9.359521865844727,MLP
34,1.7785067558288574,11.243120193481445,MLP
35,1.7365448474884033,0.18167102336883545,ATTN
