layer,head,logit,abs_logit
0,0,0.10032650083303452,0.10032650083303452
0,1,0.08247639983892441,0.08247639983892441
0,2,0.00869201123714447,0.00869201123714447
0,3,-0.02522440440952778,0.02522440440952778
0,4,-0.0258665531873703,0.0258665531873703
0,5,0.06851188838481903,0.06851188838481903
0,6,0.048438169062137604,0.048438169062137604
0,7,-0.1367780566215515,0.1367780566215515
0,8,-0.06196056306362152,0.06196056306362152
0,9,0.0016590133309364319,0.0016590133309364319
0,10,0.022283826023340225,0.022283826023340225
0,11,0.03577366843819618,0.03577366843819618
0,12,0.016924578696489334,0.016924578696489334
0,13,0.004805527627468109,0.004805527627468109
0,14,0.03952978178858757,0.03952978178858757
0,15,-0.06250717490911484,0.06250717490911484
0,16,0.06584108620882034,0.06584108620882034
0,17,-0.04040377587080002,0.04040377587080002
0,18,0.03647153452038765,0.03647153452038765
0,19,0.013484812341630459,0.013484812341630459
1,0,0.0135505311191082,0.0135505311191082
1,1,0.15160807967185974,0.15160807967185974
1,2,0.05956118181347847,0.05956118181347847
1,3,0.10997830331325531,0.10997830331325531
1,4,-0.014002561569213867,0.014002561569213867
1,5,-0.07324188947677612,0.07324188947677612
1,6,0.22150230407714844,0.22150230407714844
1,7,0.005898110568523407,0.005898110568523407
1,8,0.11604338139295578,0.11604338139295578
1,9,0.2526009976863861,0.2526009976863861
1,10,-0.0533827468752861,0.0533827468752861
1,11,-0.0535074919462204,0.0535074919462204
1,12,-0.09088587760925293,0.09088587760925293
1,13,-0.06192343309521675,0.06192343309521675
1,14,0.08379164338111877,0.08379164338111877
1,15,-0.036022163927555084,0.036022163927555084
1,16,-0.029870690777897835,0.029870690777897835
1,17,0.08337239921092987,0.08337239921092987
1,18,-0.03188193961977959,0.03188193961977959
1,19,0.12163560092449188,0.12163560092449188
2,0,-0.06796175241470337,0.06796175241470337
2,1,-0.006632208824157715,0.006632208824157715
2,2,-0.10970044136047363,0.10970044136047363
2,3,0.10288693755865097,0.10288693755865097
2,4,0.041733697056770325,0.041733697056770325
2,5,0.052318133413791656,0.052318133413791656
2,6,-0.01612144336104393,0.01612144336104393
2,7,-0.006545126438140869,0.006545126438140869
2,8,-0.41812723875045776,0.41812723875045776
2,9,0.07732599228620529,0.07732599228620529
2,10,0.125534787774086,0.125534787774086
2,11,0.0689413845539093,0.0689413845539093
2,12,-0.08838014304637909,0.08838014304637909
2,13,0.1169402226805687,0.1169402226805687
2,14,-0.09319942444562912,0.09319942444562912
2,15,-0.04075445979833603,0.04075445979833603
2,16,0.16141387820243835,0.16141387820243835
2,17,0.03879714012145996,0.03879714012145996
2,18,0.2299889326095581,0.2299889326095581
2,19,0.00585956871509552,0.00585956871509552
3,0,-1.1210294961929321,1.1210294961929321
3,1,-0.37321537733078003,0.37321537733078003
3,2,-0.013573139905929565,0.013573139905929565
3,3,0.27326029539108276,0.27326029539108276
3,4,-0.11709234118461609,0.11709234118461609
3,5,-0.0745725929737091,0.0745725929737091
3,6,0.16145338118076324,0.16145338118076324
3,7,-0.008922815322875977,0.008922815322875977
3,8,-0.05485529080033302,0.05485529080033302
3,9,-0.022490378469228745,0.022490378469228745
3,10,0.032634880393743515,0.032634880393743515
3,11,0.04459405690431595,0.04459405690431595
3,12,0.2677965462207794,0.2677965462207794
3,13,0.08034387230873108,0.08034387230873108
3,14,0.16875824332237244,0.16875824332237244
3,15,0.11956706643104553,0.11956706643104553
3,16,0.12150609493255615,0.12150609493255615
3,17,-0.14960160851478577,0.14960160851478577
3,18,-0.13097214698791504,0.13097214698791504
3,19,0.01403505727648735,0.01403505727648735
4,0,-0.057180747389793396,0.057180747389793396
4,1,-0.20220009982585907,0.20220009982585907
4,2,0.029959511011838913,0.029959511011838913
4,3,0.12638281285762787,0.12638281285762787
4,4,0.07589971274137497,0.07589971274137497
4,5,-0.062419310212135315,0.062419310212135315
4,6,0.0983506590127945,0.0983506590127945
4,7,-0.15513795614242554,0.15513795614242554
4,8,-1.4670252799987793,1.4670252799987793
4,9,0.029878128319978714,0.029878128319978714
4,10,-0.21845445036888123,0.21845445036888123
4,11,0.01981532946228981,0.01981532946228981
4,12,-0.08246921002864838,0.08246921002864838
4,13,0.12312191724777222,0.12312191724777222
4,14,0.026930876076221466,0.026930876076221466
4,15,-0.07492679357528687,0.07492679357528687
4,16,0.10548795014619827,0.10548795014619827
4,17,0.17554405331611633,0.17554405331611633
4,18,-0.3027551472187042,0.3027551472187042
4,19,-0.10609948635101318,0.10609948635101318
5,0,0.09217038750648499,0.09217038750648499
5,1,-0.0012210607528686523,0.0012210607528686523
5,2,-0.05499295890331268,0.05499295890331268
5,3,0.025716595351696014,0.025716595351696014
5,4,-0.07905226200819016,0.07905226200819016
5,5,-0.021110206842422485,0.021110206842422485
5,6,-0.95884770154953,0.95884770154953
5,7,-0.1744028478860855,0.1744028478860855
5,8,-0.17580631375312805,0.17580631375312805
5,9,0.018688131123781204,0.018688131123781204
5,10,-0.04990745708346367,0.04990745708346367
5,11,-0.029820026829838753,0.029820026829838753
5,12,0.2604241371154785,0.2604241371154785
5,13,-0.018835581839084625,0.018835581839084625
5,14,-0.2848048806190491,0.2848048806190491
5,15,0.22139671444892883,0.22139671444892883
5,16,0.051635727286338806,0.051635727286338806
5,17,0.1513652503490448,0.1513652503490448
5,18,0.025514891371130943,0.025514891371130943
5,19,0.06255445629358292,0.06255445629358292
6,0,-0.3160378932952881,0.3160378932952881
6,1,0.06328018754720688,0.06328018754720688
6,2,-0.2560725808143616,0.2560725808143616
6,3,-1.4425575733184814,1.4425575733184814
6,4,0.07472037523984909,0.07472037523984909
6,5,-0.018219567835330963,0.018219567835330963
6,6,0.021730199456214905,0.021730199456214905
6,7,0.21322567760944366,0.21322567760944366
6,8,0.08521541953086853,0.08521541953086853
6,9,-0.15208566188812256,0.15208566188812256
6,10,0.036604806780815125,0.036604806780815125
6,11,0.2009357064962387,0.2009357064962387
6,12,-0.0723690390586853,0.0723690390586853
6,13,-0.09400829672813416,0.09400829672813416
6,14,-0.10729033499956131,0.10729033499956131
6,15,-0.054108165204524994,0.054108165204524994
6,16,-0.0492977648973465,0.0492977648973465
6,17,-0.1326659768819809,0.1326659768819809
6,18,-0.02014097571372986,0.02014097571372986
6,19,0.12501594424247742,0.12501594424247742
7,0,0.08339768648147583,0.08339768648147583
7,1,-0.02296711504459381,0.02296711504459381
7,2,-0.36835977435112,0.36835977435112
7,3,-0.037721578031778336,0.037721578031778336
7,4,-0.010879997164011002,0.010879997164011002
7,5,-0.5062659382820129,0.5062659382820129
7,6,0.04594689607620239,0.04594689607620239
7,7,0.08795490860939026,0.08795490860939026
7,8,0.033784277737140656,0.033784277737140656
7,9,-0.00459705013781786,0.00459705013781786
7,10,0.005461035296320915,0.005461035296320915
7,11,-0.09191406518220901,0.09191406518220901
7,12,-0.1487906277179718,0.1487906277179718
7,13,0.1956169754266739,0.1956169754266739
7,14,-0.07522258162498474,0.07522258162498474
7,15,0.15834961831569672,0.15834961831569672
7,16,-0.24370194971561432,0.24370194971561432
7,17,-0.24182310700416565,0.24182310700416565
7,18,-0.013748757541179657,0.013748757541179657
7,19,0.04176117479801178,0.04176117479801178
8,0,-0.04262484610080719,0.04262484610080719
8,1,-0.04620087146759033,0.04620087146759033
8,2,-0.019730640575289726,0.019730640575289726
8,3,-0.0051991306245327,0.0051991306245327
8,4,0.01393512636423111,0.01393512636423111
8,5,0.21749691665172577,0.21749691665172577
8,6,-0.09491634368896484,0.09491634368896484
8,7,0.06500685214996338,0.06500685214996338
8,8,0.2103525698184967,0.2103525698184967
8,9,-0.13744372129440308,0.13744372129440308
8,10,-0.1295570433139801,0.1295570433139801
8,11,-0.10086148977279663,0.10086148977279663
8,12,0.02716652676463127,0.02716652676463127
8,13,-0.052164290100336075,0.052164290100336075
8,14,0.05499136447906494,0.05499136447906494
8,15,-0.17240989208221436,0.17240989208221436
8,16,0.381825715303421,0.381825715303421
8,17,-0.611405074596405,0.611405074596405
8,18,0.10517551004886627,0.10517551004886627
8,19,-0.0348689965903759,0.0348689965903759
9,0,-0.05923693999648094,0.05923693999648094
9,1,-0.02634265460073948,0.02634265460073948
9,2,-0.08344188332557678,0.08344188332557678
9,3,0.09163611382246017,0.09163611382246017
9,4,-0.3897932171821594,0.3897932171821594
9,5,0.006262684240937233,0.006262684240937233
9,6,0.05454374477267265,0.05454374477267265
9,7,0.03667571768164635,0.03667571768164635
9,8,-0.21359139680862427,0.21359139680862427
9,9,-0.031012549996376038,0.031012549996376038
9,10,-0.21616140007972717,0.21616140007972717
9,11,-0.10334733128547668,0.10334733128547668
9,12,-0.0511273555457592,0.0511273555457592
9,13,-0.002473916858434677,0.002473916858434677
9,14,0.056609511375427246,0.056609511375427246
9,15,-0.14762112498283386,0.14762112498283386
9,16,-0.01666111871600151,0.01666111871600151
9,17,-0.037591323256492615,0.037591323256492615
9,18,-0.011927779763936996,0.011927779763936996
9,19,0.02073543891310692,0.02073543891310692
10,0,-0.06965149939060211,0.06965149939060211
10,1,0.05727870762348175,0.05727870762348175
10,2,-0.06892868131399155,0.06892868131399155
10,3,-0.14906848967075348,0.14906848967075348
10,4,-0.24642890691757202,0.24642890691757202
10,5,0.19449834525585175,0.19449834525585175
10,6,0.18295279145240784,0.18295279145240784
10,7,-0.06290974467992783,0.06290974467992783
10,8,0.14121480286121368,0.14121480286121368
10,9,0.0638512670993805,0.0638512670993805
10,10,-0.04234004393219948,0.04234004393219948
10,11,0.0835006982088089,0.0835006982088089
10,12,-0.024604931473731995,0.024604931473731995
10,13,-0.08010780811309814,0.08010780811309814
10,14,0.0003217272460460663,0.0003217272460460663
10,15,0.17998406291007996,0.17998406291007996
10,16,-0.3006536364555359,0.3006536364555359
10,17,0.03538542613387108,0.03538542613387108
10,18,0.021875645965337753,0.021875645965337753
10,19,0.2623116970062256,0.2623116970062256
11,0,-0.034539319574832916,0.034539319574832916
11,1,-0.1288910210132599,0.1288910210132599
11,2,0.050771068781614304,0.050771068781614304
11,3,-0.03739441558718681,0.03739441558718681
11,4,0.0006840676069259644,0.0006840676069259644
11,5,0.03091730922460556,0.03091730922460556
11,6,-0.014639612287282944,0.014639612287282944
11,7,0.1328543871641159,0.1328543871641159
11,8,0.3243434727191925,0.3243434727191925
11,9,-0.18108025193214417,0.18108025193214417
11,10,0.18515273928642273,0.18515273928642273
11,11,0.025809386745095253,0.025809386745095253
11,12,-0.04479644447565079,0.04479644447565079
11,13,-0.04491769149899483,0.04491769149899483
11,14,-0.09929430484771729,0.09929430484771729
11,15,0.14238354563713074,0.14238354563713074
11,16,-0.053765445947647095,0.053765445947647095
11,17,-0.08042944222688675,0.08042944222688675
11,18,-0.09068551659584045,0.09068551659584045
11,19,-0.0651477575302124,0.0651477575302124
12,0,-0.9928398132324219,0.9928398132324219
